tag,sentence
O,(
O,including
B-D,15m
B-E,@
B-P,2.3gpt
B-E,from
B-D,20m
O,)
O,.
O,Messenger
O,Project
O,Background
O,The
O,Messenger
O,Project
O,is
O,part
O,of
O,the
O,Company
O,’
O,s
O,extensive
O,landholding
O,within
O,the
O,Yalgoo
O,greenstone
O,belt
O,located450
O,km
O,North
O,of
O,Perth
O,","
O,Western
O,Australia.
O,The
O,project
O,is8km
O,North
O,of
O,the
O,proli
O,ﬁ
O,c
O,Golden
O,Grove
O,Copper/Zinc/Gold
O,Mine
O,andadjacent
O,to
O,the
O,historic
O,Messengers
O,Patch.
O,The
O,Messenger
O,Project
O,is
O,a
O,well
O,known
O,historic
O,miningarea
O,which
O,had
O,numerous
O,high-grade
O,mines
O,(
O,up
O,to
O,10
O,ouncesgold
O,per
O,1
O,ton
O,)
O,and
O,a
O,state
O,battery
O,(
O,government
O,built
O,goldprocessing
O,2
O,","
O,3
O,facility
O,)
O,in
O,the
O,early
O,1900s
O,.
O,The
O,area
O,is
O,currently
O,undergoing
O,an
O,explosion
O,in
O,activityincluding
O,4
O,","
O,5
O,","
O,6
O,multiple
O,high
O,pro
O,ﬁ
O,le
O,exploration
O,successes
O,which
O,are
O,all
O,proximal
O,to
O,the
O,exploration
O,being
O,conducted
O,by
O,Tempestin
O,the
O,Yalgoo
O,region.
O,Tempest
O,Minerals
O,Ltd
O,│
O,ACN
O,612
O,008
O,358
O,Page1|18
O,Phone
O,:
O,+61
O,8
O,9200
O,0435
O,Address
O,:
O,Level
O,2
O,","
O,Suite
O,9
O,","
O,389
O,Oxford
O,Street
O,","
O,Mt
O,Hawthorn
O,","
O,WA
O,6016ASX
O,:
O,TEM
O,2021-05-26
O,|
O,Exploration
O,Update
O,-
O,Gold
O,interceptedin
O,ﬁ
O,rst
O,drilling
O,at
O,Messenger
O,Drilling
O,TEM
O,previously
O,announced
O,the
O,completion
O,of
O,2
O,","
O,100m
O,of
O,drilling
O,at
O,the
O,Dally
O,and
O,Wally
O,Targets
O,in
O,which
O,7
O,compelling
O,geology
O,had
O,been
O,intersected
O,.
O,TEM
O,is
O,now
O,pleased
O,to
O,con
O,ﬁ
O,rm
O,the
O,presenceofsigni
O,ﬁ
O,cantgold
O,in
O,many
O,holes
O,which
O,has
O,con
O,ﬁ
O,rmed
O,the
O,prospectivity
O,of
O,the
O,project
O,and
O,added
O,to
O,the
O,already
O,impressive
O,endowment
O,of
O,the
O,region.
O,Highlights
O,include
O,:
B-E,-
B-H,WARDH42
B-E,:
B-D,9m
B-E,@
B-P,223ppb
B-E,from
B-D,64m
B-E,-
I-E,including
B-D,2m
B-E,@
B-P,502ppb
I-P,(
I-P,0.5gpt
I-P,)
B-M,Au
B-E,-
B-D,WARDH51
B-E,:
B-D,11m
B-E,@
B-P,163
I-P,ppb
B-E,from
B-D,65m
B-E,-
I-E,including
B-D,1m
B-P,@712ppb
I-P,(
I-P,0.7gpt
B-M,Au
O,)
O,-
B-H,WARDH52
B-E,:
B-D,17m
B-P,@120
I-P,ppb
B-E,from
B-D,99m
B-E,-
I-E,including
B-D,1m
B-E,@
B-P,550ppb
I-P,(
I-P,0.5gpt
B-M,Au
O,)
O,Figure
O,1
O,:
O,Plan
O,view
O,of
O,recent
O,drilling
O,at
O,the
O,MessengerProject
O,Page2|18ASX
O,:
O,TEM
O,2021-05-26
O,|
O,Exploration
O,Update
O,-
O,Gold
O,interceptedin
O,ﬁ
O,rst
O,drilling
O,at
O,Messenger
O,Geology
O,The
O,Messenger
O,Project
O,is
O,a
O,zone
O,of
O,intense
O,weathering
O,and
O,lateritation
O,of
O,the
O,hosting
O,felsic
O,and
O,ma
O,ﬁ
O,c
O,volcanicsandunderlyingintermediateintrusiveswithlargequartzreefswithstrongalterationhalospresentat
O,the
O,surface
O,and
O,depth
O,that
O,have
O,been
O,exploited
O,bymodern
O,and
O,historical
O,artisanal
O,miners.
O,Although
O,most
O,drillholes
O,intercepted
O,these
O,thick
O,quartz
O,veining
O,-
O,including
O,occasional
O,minor
O,visible
O,sulphide
O,and
O,oxide
O,after
O,sulphide
O,-
O,geochemical
O,relationships
O,noted
O,in
O,the
O,assay
O,results
O,indicate
O,that
O,the
O,host
O,rocks
O,have
O,been
O,altered
O,by
O,at
O,least
O,2
O,generations
O,of
O,gold
O,bearing
O,mineralization
O,(
O,associated
O,with
O,sodic
O,alteration
O,and
O,another
O,associated
O,with
O,more
O,ma
O,ﬁ
O,c
O,rocks
O,)
O,.
O,Preliminary
O,indications
O,are
O,that
O,these
O,are
O,not
O,speci
O,ﬁ
O,cally
O,associated
O,only
O,with
O,the
O,quartz
O,reefs.
O,Althoughsigni
O,ﬁ
O,cantgoldwasdiscoveredinthisinitialprogram-theseresultsindicatethattheprimarysource
O,of
O,much
O,of
O,the
O,mineralization
O,is
O,yet
O,to
O,be
O,revealedand
O,may
O,yield
O,additional
O,substantial
O,results
O,in
O,thefuture.
O,Figure
O,2
O,:
O,Cross
O,section
O,through
O,drilling
O,at
O,the
O,MessengersPatch
O,historic
O,mining
O,centre
O,(
O,WARDH51-52
O,)
O,Page3|18ASX
O,:
O,TEM
O,2021-05-26
O,|
O,Exploration
O,Update
O,-
O,Gold
O,interceptedin
O,ﬁ
O,rst
O,drilling
O,at
O,Messenger
O,Figure
O,3
O,:
O,Cross
O,section
O,through
O,drilling
O,at
O,the
O,MessengersPatch
O,(
O,WARDH40-44
O,)
O,Next
O,Steps
O,-
O,Ongoing
O,ﬁ
O,eldwork
O,at
O,multiple
O,locations
O,includingat
O,the
O,Euro
O,Project
O,-
O,Preparation
O,is
O,progressing
O,rapidly
O,for
O,drilling
O,atthe
O,Euro
O,Project
O,which
O,is
O,a
O,highly
O,prospective
O,partof
O,the
O,Tempest
O,portfolio
O,with
O,historical
O,results
O,including15m
O,at
O,2.3gpt
O,from
O,20
O,metres
O,located
O,within
O,5km
O,of
O,the
O,1Moz
O,Rothsay
O,Gold
O,Mine.
O,-
O,Detail
O,review
O,of
O,the
O,drilling
O,program
O,and
O,resultsreceived
O,to
O,date
O,Page4|18ASX
O,:
O,TEM
O,2021-05-26
O,|
O,Exploration
O,Update
O,-
O,Gold
O,interceptedin
O,ﬁ
O,rst
O,drilling
O,at
O,Messenger
O,The
O,Board
O,of
O,the
O,Company
O,has
O,authorised
O,the
O,releaseof
O,this
O,announcement
O,to
O,the
O,market.
O,About
O,TEM
O,Tempest
O,Minerals
O,Ltd
O,is
O,an
O,Australian
O,based
O,mineralexploration
O,company
O,with
O,a
O,diversi
O,ﬁ
O,ed
O,portfolioof
O,projects
O,in
O,Western
O,Australia
O,considered
O,highly
O,prospective
O,forprecious
O,","
O,base
O,and
O,energy
O,metals.
O,The
O,Company
O,has
O,an
O,experienced
O,board
O,and
O,managementteam
O,with
O,a
O,history
O,of
O,exploration
O,","
O,operational
O,and
O,corporate
O,success.
O,Tempest
O,leverage
O,the
O,team
O,’
O,s
O,energy
O,","
O,technical
O,andcommercial
O,acumen
O,to
O,execute
O,the
O,Company
O,’
O,s
O,mission-
O,to
O,maximize
O,shareholder
O,value
O,through
O,focussed
O,","
O,data-driven
O,","
O,risk-weighted
O,exploration
O,and
O,development
O,of
O,our
O,assets.
O,Contact
O,For
O,more
O,information
O,","
O,please
O,contact
O,:
O,Don
O,Smith
O,Managing
O,Director
O,Level
O,2
O,","
O,Suite
O,9
O,www.tempestminerals.com
O,389
O,Oxford
O,Street
O,Mt
O,Hawthorn
O,","
O,LinkedIn
O,Western
O,Australia
O,Instagram
O,6016
O,Twitter
O,+61
O,89200
O,0435
O,Facebook
O,Forward-looking
O,statements
O,This
O,document
O,may
O,contain
O,certain
O,forward-looking
O,statements.
O,Such
O,statements
O,are
O,only
O,predictions
O,","
O,based
O,on
O,certain
O,assumptions
O,and
O,involve
O,known
O,and
O,unknown
O,risks
O,","
O,uncertainties
O,and
O,other
O,factors
O,","
O,many
O,of
O,which
O,are
O,beyond
O,the
O,company
O,’
O,s
O,control.
O,Actual
O,eventsorresultsmaydiffermateriallyfromtheeventsorresultsexpectedor
O,implied
O,in
O,any
O,forward-looking
O,statement.
O,Theinclusionofsuchstatementsshouldnotberegardedasarepresentation
O,","
O,warrantyorpredictionwithrespectto
O,the
O,accuracy
O,of
O,the
O,underlying
O,assumptions
O,or
O,that
O,any
O,forward-looking
O,statements
O,will
O,be
O,or
O,are
O,likely
O,to
O,be
O,ful
O,ﬁ
O,lled.
O,Tempest
O,undertakes
O,no
O,obligation
O,to
O,update
O,any
O,forward-looking
O,statement
O,to
O,re
O,ﬂ
O,ect
O,events
O,or
O,circumstances
O,after
O,the
O,date
O,of
O,this
O,document
O,(
O,subjectto
O,securities
O,exchange
O,disclosure
O,requirements
O,)
O,.
O,The
O,information
O,in
O,this
O,document
O,does
O,not
O,take
O,into
O,account
O,the
O,objectives
O,","
O,ﬁ
O,nancialsituationorparticularneeds
O,of
O,any
O,person
O,or
O,organisation.
O,Nothing
O,contained
O,in
O,this
O,document
O,constitutes
O,investment
O,","
O,legal
O,","
O,tax
O,or
O,other
O,advice.
O,Competent
O,Person
O,Statement
O,The
O,information
O,in
O,this
O,announcement
O,that
O,relatesto
O,Exploration
O,Results
O,and
O,general
O,project
O,commentsis
O,based
O,on
O,information
O,compiled
O,by
O,Don
O,Smith
O,who
O,is
O,ManagingDirector
O,of
O,Tempest
O,Minerals
O,Ltd.
O,Don
O,is
O,a
O,Memberof
O,the
O,AusIMM
O,and
O,AIG
O,and
O,has
O,su
O,ﬃ
O,cient
O,experience
O,relevantto
O,the
O,style
O,of
O,mineralisation
O,under
O,considerationand
O,to
O,the
O,activities
O,undertaken
O,to
O,qualify
O,as
O,a
O,CompetentPerson
O,as
O,de
O,ﬁ
O,ned
O,in
O,the
O,2012
O,Edition
O,of
O,the
O,‘
O,AustralasianCode
O,for
O,Reporting
O,of
O,Exploration
O,Results
O,","
O,Mineral
O,Resourcesand
O,Ore
O,Reserves
O,’
O,.
O,Don
O,consents
O,to
O,the
O,inclusionin
O,the
O,report
O,of
O,the
O,matters
O,based
O,on
O,his
O,information
O,inthe
O,form
O,and
O,context
O,in
O,which
O,it
O,appears.
O,Page5|18ASX
O,:
O,TEM
O,2021-05-26
O,|
O,Exploration
O,Update
O,-
O,Gold
O,interceptedin
O,ﬁ
O,rst
O,drilling
O,at
O,Messenger
O,Appendix
O,A
O,:
O,References
O,1.
O,Fire
O,ﬂ
O,y
O,Resources
O,ASX
O,Announcement
O,dated
O,7
O,September
O,2020
O,“
O,Spectacular
O,gold
O,hits
O,from
O,maiden
O,drill
O,program
O,at
O,Yalgoo
O,”
O,2.
O,Venture
O,Minerals
O,ASX
O,Announcement
O,dated
O,2
O,December
O,2020
O,“
O,Drilling
O,con
O,ﬁ
O,rms
O,VMS
O,system
O,with
O,up
O,to
O,7%
O,Zinc
O,returned
O,from
O,ﬁ
O,rst
O,assays
O,at
O,Orcusprospect
O,","
O,Golden
O,Grove
O,North
O,”
O,3.
O,EMU
O,NL
O,ASX
O,Announcement
O,dated
O,22
O,February
O,2020
O,“
O,EMU
O,’
O,s
O,Maiden
O,Drilling
O,Programme
O,Con
O,ﬁ
O,rms
O,High-Grade
O,Gold
O,at
O,the
O,Gnows
O,Nest
O,Project
O,Gold
O,Results
O,of
O,up
O,to
O,89.57
O,g/t
O,”
O,4.
O,TEM
O,ASX
O,Announcement
O,dated
O,23
O,February
O,2021
O,“
O,Messenger
O,Project
O,extended
O,and
O,drilling
O,imminent
O,”
O,5.
O,Geraldton
O,Guardian
O,(
O,1908
O,)
O,Messenger
O,’
O,s
O,Patch
O,Gold
O,Field
O,6.
O,Department
O,of
O,Mines
O,Western
O,Australia
O,(
O,1909
O,)
O,AnnualReport
O,7.
O,TEM
O,ASX
O,Announcement
O,dated
O,29
O,March
O,2020
O,“
O,Messenger
O,Exploration
O,Update
O,-
O,Encouraging
O,results
O,from
O,Messenger
O,Drilling
O,”
O,8.
O,DMIRS
O,(
O,1996
O,)
O,WAMEX
O,report
O,A48951
O,9.
O,DMIRS
O,(
O,1996
O,)
O,WAMEX
O,report
O,A68984
O,Page6|18Appendix
O,B
O,:
O,JORC
O,Table
O,1
O,Section
O,1
O,Sampling
O,Techniques
O,and
O,Data
O,Criteria
O,JORC
O,Code
O,explanation
O,Commentary
O,Sampling
O,techniques
O,●
O,Nature
O,and
O,quality
O,of
O,sampling
O,(
O,eg
O,cut
O,channels
O,","
O,randomchips
O,","
O,or
O,●
O,24
O,holes
O,drilled
O,speci
O,ﬁ
O,c
O,specialised
O,industry
O,standard
O,measurementtools
O,●
O,Reverse
O,Circulation
O,(
O,RC
O,)
O,Drilling
O,was
O,used
O,to
O,obtain1
O,m
O,appropriate
O,to
O,the
O,minerals
O,under
O,investigation
O,","
O,suchas
O,down
O,hole
O,samples
O,gamma
O,sondes
O,","
O,or
O,handheld
O,XRF
O,instruments
O,","
O,etc
O,)
O,.
O,These
O,●
O,Limited
O,composites
O,of
O,up
O,to
O,5m
O,were
O,taken
O,where
O,thickareas
O,examples
O,should
O,not
O,be
O,taken
O,as
O,limiting
O,the
O,broadmeaning
O,of
O,of
O,known
O,low
O,prospectivity
O,geology
O,were
O,encountered
O,sampling.
O,●
O,Drilled
O,material
O,collected
O,using
O,rotary
O,cyclone
O,splitter
O,●
O,Include
O,reference
O,to
O,measures
O,taken
O,to
O,ensure
O,sample
O,representivity
O,and
O,the
O,appropriate
O,calibration
O,ofany
O,measurement
O,o
O,1-3kg
O,of
O,material
O,delivered
O,directly
O,to
O,calico
O,bags
O,tools
O,or
O,systems
O,used.
O,o
O,bulk
O,sample
O,collected
O,in
O,green
O,plastic
O,sample
O,bags
O,●
O,Aspects
O,of
O,the
O,determination
O,of
O,mineralisation
O,thatare
O,Material
O,to
O,●
O,1-3
O,kg
O,calico
O,bag
O,contents
O,pulverised
O,to
O,produce
O,a30
O,g
O,charge
O,the
O,Public
O,Report.
O,for
O,multi
O,element
O,ICP
O,MS
O,and
O,ﬁ
O,re
O,assay
O,●
O,In
O,cases
O,where
O,‘
O,industry
O,standard
O,’
O,work
O,has
O,been
O,donethis
O,would
O,be
O,relatively
O,simple
O,(
O,eg
O,‘
O,reverse
O,circulation
O,drillingwas
O,used
O,to
O,obtain
O,1
O,m
O,samples
O,from
O,which
O,3
O,kg
O,was
O,pulverisedto
O,produce
O,a
O,30
O,g
O,charge
O,for
O,ﬁ
O,re
O,assay
O,’
O,)
O,.
O,In
O,other
O,cases
O,moreexplanation
O,may
O,be
O,required
O,","
O,such
O,as
O,where
O,there
O,is
O,coarse
O,gold
O,thathas
O,inherent
O,sampling
O,problems.
O,Unusual
O,commodities
O,or
O,mineralisationtypes
O,(
O,eg
O,submarine
O,nodules
O,)
O,may
O,warrant
O,disclosure
O,of
O,detailed
O,information.
O,Drilling
O,techniques
O,●
O,Drill
O,type
O,(
O,eg
O,core
O,","
O,reverse
O,circulation
O,","
O,open-holehammer
O,","
O,rotary
O,air
O,●
O,Holes
O,were
O,drilled
O,by
O,Orlando
O,Drilling
O,utilising
O,aHydco
O,reverse
O,blast
O,","
O,auger
O,","
O,Bangka
O,","
O,sonic
O,","
O,etc
O,)
O,and
O,details
O,(
O,egcore
O,diameter
O,","
O,triple
O,circulation
O,truck-mounted
O,drill
O,rig
O,with
O,auxiliaryair
O,and
O,support
O,or
O,standard
O,tube
O,","
O,depth
O,of
O,diamond
O,tails
O,","
O,face-samplingbit
O,or
O,other
O,trucks
O,type
O,","
O,whether
O,core
O,is
O,oriented
O,and
O,if
O,so
O,","
O,by
O,whatmethod
O,","
O,etc
O,)
O,.
O,Drill
O,sample
O,recovery
O,●
O,Method
O,of
O,recording
O,and
O,assessing
O,core
O,and
O,chip
O,sample
O,●
O,Sample
O,recoveries
O,were
O,generally
O,in
O,excess
O,of
O,90%.
O,recoveries
O,and
O,results
O,assessed.
O,●
O,No
O,sample
O,recovery
O,bias
O,has
O,been
O,noted.
O,●
O,Measures
O,taken
O,to
O,maximise
O,sample
O,recovery
O,and
O,ensure
O,representative
O,nature
O,of
O,the
O,samples.
O,●
O,Whether
O,a
O,relationship
O,exists
O,between
O,sample
O,recoveryand
O,grade
O,and
O,whether
O,sample
O,bias
O,may
O,have
O,occurred
O,due
O,to
O,preferential
O,loss/gain
O,of
O,ﬁ
O,ne/coarse
O,material.
O,Logging
O,●
O,Whether
O,core
O,and
O,chip
O,samples
O,have
O,been
O,geologicallyand
O,●
O,All
O,drill
O,chips
O,were
O,geologically
O,logged
O,by
O,Galt
O,MiningSolutions
O,geotechnically
O,logged
O,to
O,a
O,level
O,of
O,detail
O,to
O,supportappropriate
O,Geologists.
O,Mineral
O,Resource
O,estimation
O,","
O,mining
O,studies
O,and
O,metallurgical
O,studies.
O,●
O,Whether
O,logging
O,is
O,qualitative
O,or
O,quantitative
O,innature.
O,Core
O,(
O,or
O,costean
O,","
O,channel
O,","
O,etc
O,)
O,photography.
O,●
O,The
O,total
O,length
O,and
O,percentage
O,of
O,the
O,relevant
O,intersections
O,●
O,Drill
O,chips
O,were
O,collected
O,","
O,wet
O,and
O,dry
O,","
O,for
O,eachhole
O,and
O,placed
O,logged.
O,in
O,trays
O,prior
O,to
O,being
O,photographed.
O,●
O,Each
O,drill
O,hole
O,was
O,qualitatively
O,logged
O,in
O,its
O,entiretyfor
O,geology.
O,Sub-sampling
O,techniques
O,and
O,●
O,If
O,core
O,","
O,whether
O,cut
O,or
O,sawn
O,and
O,whether
O,quarter
O,","
O,half
O,or
O,all
O,core
O,●
O,Samples
O,consist
O,of
O,RC
O,drill
O,chips.
O,sample
O,preparation
O,taken.
O,●
O,If
O,non-core
O,","
O,whether
O,ri
O,ﬄ
O,ed
O,","
O,tube
O,sampled
O,","
O,rotarysplit
O,","
O,etc
O,and
O,●
O,Drill
O,chip
O,samples
O,were
O,taken
O,at
O,one
O,metre
O,intervalsdirectly
O,whether
O,sampled
O,wet
O,or
O,dry.
O,from
O,rotary
O,cyclone
O,splitter
O,●
O,For
O,all
O,sample
O,types
O,","
O,the
O,nature
O,","
O,quality
O,and
O,appropriatenessof
O,the
O,sample
O,preparation
O,technique.
O,●
O,Sample
O,collection
O,methodology
O,and
O,sample
O,size
O,is
O,considered
O,●
O,Quality
O,control
O,procedures
O,adopted
O,for
O,all
O,sub-samplingstages
O,to
O,maximise
O,representivity
O,of
O,samples.
O,appropriate
O,to
O,the
O,target-style
O,and
O,drill
O,method
O,","
O,and
O,appropriate
O,●
O,Measures
O,taken
O,to
O,ensure
O,that
O,the
O,sampling
O,is
O,representativeof
O,laboratory
O,analytical
O,methods
O,were
O,employed.
O,the
O,in
O,situ
O,material
O,collected
O,","
O,including
O,for
O,instanceresults
O,for
O,ﬁ
O,eld
O,duplicate/second-half
O,sampling.
O,●
O,Standard
O,reference
O,samples
O,were
O,inserted
O,into
O,thelaboratory
O,●
O,Whether
O,sample
O,sizes
O,are
O,appropriate
O,to
O,the
O,grainsize
O,of
O,the
O,submissions
O,at
O,a
O,rate
O,of
O,1
O,per
O,50
O,samples.
O,Duplicateswere
O,material
O,being
O,sampled.
O,taken
O,at
O,a
O,rate
O,of
O,1
O,per
O,20
O,samples.
O,●
O,Assays
O,have
O,not
O,been
O,received
O,from
O,the
O,laboratoryto
O,date
O,and
O,not
O,veri
O,ﬁ
O,ed
O,●
O,The
O,average
O,sample
O,weight
O,submitted
O,to
O,the
O,lab
O,was2.5kg.
O,Sample
O,sizes
O,submitted
O,for
O,analysis
O,were
O,appropriatefor
O,the
O,style
O,of
O,mineralisation
O,sought.
O,●
O,The
O,method
O,of
O,sample
O,collection
O,and
O,laboratory
O,methodsare
O,appropriate
O,for
O,this
O,style
O,of
O,mineralisation.
O,Quality
O,of
O,assay
O,data
O,and
O,●
O,The
O,nature
O,","
O,quality
O,and
O,appropriateness
O,of
O,the
O,assayingand
O,●
O,All
O,samples
O,were
O,analysed
O,for
O,48
O,elements
O,+
O,gold
O,usinga
O,Four
O,laboratory
O,tests
O,laboratory
O,procedures
O,used
O,and
O,whether
O,the
O,techniqueis
O,Acid
O,digest
O,(
O,4A/MS48
O,)
O,preparation
O,followed
O,by
O,a
O,ICP-MSand
O,considered
O,partial
O,or
O,total.
O,50g
O,ﬁ
O,re
O,assay
O,for
O,Gold
O,(
O,FA50/MS02
O,)
O,.
O,●
O,For
O,geophysical
O,tools
O,","
O,spectrometers
O,","
O,handheld
O,XRFinstruments
O,","
O,etc
O,","
O,the
O,parameters
O,used
O,in
O,determining
O,the
O,analysisincluding
O,●
O,Standard
O,reference
O,samples
O,and
O,blanks
O,were
O,insertedat
O,50
O,instrument
O,make
O,and
O,model
O,","
O,reading
O,times
O,","
O,calibrationsfactors
O,sample
O,intervals.
O,Intertek
O,also
O,maintained
O,a
O,comprehensive
O,applied
O,and
O,their
O,derivation
O,","
O,etc.
O,●
O,Nature
O,of
O,quality
O,control
O,procedures
O,adopted
O,(
O,eg
O,standards
O,","
O,blanks
O,","
O,QAQC
O,regime
O,","
O,including
O,check
O,samples
O,","
O,duplicates
O,","
O,standard
O,duplicates
O,","
O,external
O,laboratory
O,checks
O,)
O,and
O,whetheracceptable
O,reference
O,samples
O,","
O,blanks
O,and
O,calibration
O,standards.No
O,QAQC
O,levels
O,of
O,accuracy
O,(
O,ie
O,lack
O,of
O,bias
O,)
O,and
O,precisionhave
O,been
O,issues
O,were
O,found
O,for
O,the
O,gold
O,assay
O,results.
O,established.Veri
O,ﬁ
O,cation
O,of
O,sampling
O,and
O,●
O,The
O,veri
O,ﬁ
O,cation
O,of
O,signi
O,ﬁ
O,cant
O,intersections
O,by
O,eitherindependent
O,or
O,●
O,All
O,data
O,has
O,been
O,reviewed
O,by
O,two
O,alternative
O,company
O,assaying
O,alternative
O,company
O,personnel.
O,personnel
O,●
O,The
O,use
O,of
O,twinned
O,holes.
O,●
O,Holes
O,51
O,and
O,52
O,were
O,drilled
O,nearby
O,(
O,within
O,50m
O,)
O,oflegacy
O,●
O,Documentation
O,of
O,primary
O,data
O,","
O,data
O,entry
O,procedures
O,","
O,data
O,drilling
O,and
O,encountered
O,comparable
O,results
O,at
O,geologically
O,veri
O,ﬁ
O,cation
O,","
O,data
O,storage
O,(
O,physical
O,and
O,electronic
O,)
O,protocols.
O,consistent
O,depths
O,●
O,Discuss
O,any
O,adjustment
O,to
O,assay
O,data.
O,●
O,Data
O,was
O,recorded
O,digitally
O,in
O,drillhole
O,logging
O,templateswhich
O,were
O,then
O,veri
O,ﬁ
O,ed
O,by
O,database
O,personnel
O,and
O,checkedusing
O,datashed
O,software
O,veri
O,ﬁ
O,cation
O,techniques
O,Location
O,of
O,data
O,points
O,●
O,Accuracy
O,and
O,quality
O,of
O,surveys
O,used
O,to
O,locate
O,drillholes
O,(
O,collar
O,●
O,Datum
O,used
O,is
O,UTM
O,WGS84
O,Zone
O,50.
O,Location
O,of
O,collarswas
O,and
O,down-hole
O,surveys
O,)
O,","
O,trenches
O,","
O,mine
O,workings
O,andother
O,measured
O,with
O,GPS
O,with
O,an
O,accuracy
O,of
O,less
O,than
O,4m
O,locations
O,used
O,in
O,Mineral
O,Resource
O,estimation.
O,●
O,Speci
O,ﬁ
O,cation
O,of
O,the
O,grid
O,system
O,used.
O,●
O,RL
O,information
O,was
O,measured
O,by
O,GPS
O,with
O,an
O,accuracyof
O,less
O,●
O,Quality
O,and
O,adequacy
O,of
O,topographic
O,control.
O,than
O,4
O,m.
O,Data
O,spacing
O,and
O,distribution
O,●
O,Data
O,spacing
O,for
O,reporting
O,of
O,Exploration
O,Results.
O,●
O,The
O,spacing
O,between
O,drill
O,holes
O,is
O,variable
O,but
O,generallyof
O,40
O,●
O,Whether
O,the
O,data
O,spacing
O,and
O,distribution
O,is
O,su
O,ﬃ
O,cientto
O,establish
O,m
O,E-W
O,and
O,200m
O,N-S.
O,the
O,degree
O,of
O,geological
O,and
O,grade
O,continuity
O,appropriatefor
O,the
O,●
O,Limited
O,sample
O,composites
O,were
O,used.
O,Mineral
O,Resource
O,and
O,Ore
O,Reserve
O,estimation
O,procedure
O,(
O,s
O,)
O,and
O,classi
O,ﬁ
O,cations
O,applied.
O,●
O,Whether
O,sample
O,compositing
O,has
O,been
O,applied.
O,Orientation
O,of
O,data
O,in
O,relation
O,●
O,Whether
O,the
O,orientation
O,of
O,sampling
O,achieves
O,unbiasedsampling
O,●
O,Drill
O,holes
O,were
O,oriented
O,as
O,close
O,to
O,perpendicularas
O,possible
O,to
O,geological
O,structure
O,of
O,possible
O,structures
O,and
O,the
O,extent
O,to
O,which
O,thisis
O,known
O,","
O,to
O,the
O,interpreted
O,orientation
O,of
O,the
O,targets
O,basedon
O,considering
O,the
O,deposit
O,type.
O,interpretation
O,of
O,previous
O,exploration
O,and
O,mapping.
O,●
O,If
O,the
O,relationship
O,between
O,the
O,drilling
O,orientationand
O,the
O,orientation
O,of
O,key
O,mineralised
O,structures
O,is
O,consideredto
O,have
O,●
O,No
O,bias
O,related
O,to
O,hole
O,orientation
O,has
O,been
O,observed.
O,introduced
O,a
O,sampling
O,bias
O,","
O,this
O,should
O,be
O,assessedand
O,reported
O,if
O,material.
O,Sample
O,security
O,●
O,The
O,measures
O,taken
O,to
O,ensure
O,sample
O,security.
O,●
O,Pre-numbered
O,bags
O,were
O,used
O,and
O,sealed
O,on
O,site
O,","
O,thensealed
O,samples
O,were
O,transported
O,to
O,Intertek
O,Perth
O,by
O,GaltMining
O,Solutions
O,personnel.
O,Audits
O,or
O,reviews
O,●
O,The
O,results
O,of
O,any
O,audits
O,or
O,reviews
O,of
O,sampling
O,techniquesand
O,●
O,The
O,dataset
O,associated
O,with
O,this
O,reported
O,explorationare
O,data.
O,subject
O,to
O,data
O,import
O,validation.
O,●
O,No
O,external
