tag,sentence
O,ASX
O,:
O,LCD
O,mineralisation
O,just
O,3km
O,to
O,the
O,north
O,at
O,Turnberry.
O,Given
O,the
O,positive
O,results
O,received
O,from
O,this
O,drilling
O,","
O,St
O,Anne
O,’
O,s
O,will
O,form
O,part
O,of
O,the
O,Company
O,’
O,s
O,Phase
O,2
O,exploration
O,program
O,in
O,H2
O,2021.
O,The
O,results
O,received
O,from
O,Bunarra
O,and
O,Far
O,East
O,prospects
O,also
O,demonstrate
O,their
O,prospectivity
O,and
O,the
O,potential
O,for
O,identifying
O,further
O,gold
O,mineralisation.
O,The
O,Company
O,intends
O,to
O,continue
O,advancing
O,these
O,early-stage
O,exploration
O,targets.
O,Commenting
O,on
O,Phase
O,1
O,drilling
O,results
O,","
O,CEO
O,Tim
O,Davidson
O,said
O,:
O,“
O,This
O,is
O,the
O,first
O,drill
O,program
O,completed
O,by
O,the
O,Company
O,at
O,the
O,highly
O,prospective
O,Fairway
O,trend
O,and
O,we
O,are
O,very
O,pleased
O,with
O,the
O,results
O,it
O,has
O,delivered.
O,We
O,have
O,intersected
O,high-grade
O,mineralisation
O,at
O,St
O,Anne
O,’
O,s
O,in
O,a
O,geological
O,setting
O,that
O,is
O,known
O,to
O,host
O,a
O,significant
O,gold
O,endowment
O,at
O,Turnberry
O,","
O,only
O,3km
O,to
O,the
O,north.
O,We
O,believe
O,St
O,Anne
O,’
O,s
O,displays
O,many
O,similarities
O,to
O,Turnberry
O,and
O,we
O,intend
O,to
O,do
O,further
O,work
O,there
O,during
O,our
O,Phase
O,2
O,drilling
O,program
O,later
O,this
O,year.
O,Results
O,received
O,from
O,Bunarra
O,and
O,Far
O,East
O,are
O,also
O,pleasing
O,given
O,both
O,are
O,early
O,stage
O,exploration
O,prospects
O,which
O,have
O,had
O,limited
O,work
O,completed
O,to
O,date
O,and
O,have
O,strong
O,potential
O,for
O,further
O,mineralisation
O,to
O,be
O,identified.
O,These
O,results
O,continue
O,to
O,build
O,the
O,Company
O,’
O,s
O,confidence
O,in
O,the
O,exploration
O,prospectivity
O,of
O,the
O,Murchison
O,Gold
O,Project
O,and
O,I
O,look
O,forward
O,to
O,providing
O,further
O,updates
O,over
O,the
O,coming
O,weeks
O,as
O,we
O,receive
O,the
O,final
O,assays
O,from
O,our
O,Phase
O,1
O,drilling
O,program.
O,”
O,Page
O,2
O,of
O,21
O,Figure
O,1
O,:
O,Plan
O,showing
O,Latitude
O,’
O,s
O,Murchison
O,Gold
O,Project
O,tenure
O,with
O,Mineral
O,Resources
O,","
O,exploration
O,prospects
O,and
O,Au
O,drilling
O,intercepts
O,overlaid
O,on
O,aeromagnetic
O,image.
O,Page
O,3
O,of
O,21
O,ST
O,ANNE
O,’
O,S
O,PROSPECT
O,The
O,St
O,Anne
O,’
O,s
O,mineralisation
O,consists
O,of
O,quartz
O,veining
O,and
O,pyrite
O,alteration
O,(
O,as
O,seen
O,at
O,Turnberry
O,)
O,and
O,occurs
O,on
O,a
O,geological
O,contact
O,between
O,mafic
O,dolerite
O,and
O,sedimentary
O,shales.
O,Both
O,rock
O,type
O,’
O,s
O,host
O,mineralisation
O,at
O,Turnberry
O,with
O,the
O,dolerite
O,generally
O,hosting
O,better
O,continuity
O,of
O,mineralisation
O,and
O,higher
O,grades.
O,The
O,contact
O,where
O,the
O,high-grade
O,mineralisation
O,at
O,St
O,Anne
O,’
O,s
O,was
O,intersected
O,in
O,21GNRC0010
O,(
O,5.0m
O,@
O,6.77g/t
O,Au
O,)
O,is
O,coincident
O,with
O,an
O,aeromagnetic
O,and
O,sub-audio
O,magnetic
O,(
O,SAM
O,)
O,anomalism.
O,The
O,prospective
O,stratigraphy
O,and
O,interpreted
O,structure
O,strike
O,800m
O,to
O,the
O,north
O,of
O,the
O,reported
O,intersection
O,(
O,and
O,remain
O,open
O,to
O,the
O,north
O,and
O,south
O,)
O,providing
O,an
O,important
O,target
O,for
O,the
O,Phase
O,2
O,exploration
O,program.
O,Phase
O,1
O,St
O,Anne
O,’
O,s
O,drill
O,intercepts
O,include
O,:
B-E,•
B-D,5.0m
B-E,@
B-P,6.77g/t
B-M,Au
B-E,from
B-D,103m
B-E,in
B-H,21GNRC0010
B-E,•
B-D,11.0m
B-E,@
B-P,0.74g/t
B-M,Au
B-E,from
B-D,104m
B-E,including
B-D,4.0m
B-E,@
B-P,1.30g/t
B-M,Au
B-E,in
B-H,21GNRC0007
B-E,•
B-D,6.0m
B-E,@
B-P,0.37g/t
B-M,Au
B-E,from
B-D,144m
B-E,in
B-H,21GNRC0004
O,Figure
O,2
O,:
O,Section-A
O,showing
O,high
O,grade
O,contact
O,mineralisation
O,intersected
O,in
O,21GNRC0010.
O,Page
O,4
O,of
O,21
O,Figure
O,3
O,:
O,St
O,Anne
O,’
O,s
O,geology
O,showing
O,mineralised
O,contact
O,shear
O,zone.
O,Page
O,5
O,of
O,21
O,TURNBERRY
O,SOUTHERN
O,EXTENSION
O,Drilling
O,targeting
O,the
O,southern
O,extension
O,of
O,Turnberry
O,Mineral
O,Resource
O,intersected
O,mineralisation
O,in
O,all
O,holes
O,and
O,appears
O,to
O,confirm
O,a
O,structural
O,offset
O,of
O,the
O,Turnberry
O,mineralisation
O,to
O,the
O,west
O,of
O,the
O,existing
O,Mineral
O,Resource.
O,The
O,weathering
O,profile
O,was
O,also
O,observed
O,to
O,increase
O,in
O,depth
O,to
O,the
O,south
O,of
O,Turnberry.
O,With
O,initial
O,confirmation
O,of
O,the
O,structural
O,offset
O,of
O,this
O,mineralisation
O,","
O,further
O,drilling
O,improve
O,drill
O,density
O,will
O,be
O,completed
O,during
O,the
O,Phase
O,2
O,program
O,followed
O,by
O,deeper
O,drilling
O,to
O,target
O,primary
O,mineralisation
O,in
O,fresh
O,rock.
O,Phase
O,1
O,drill
O,intercepts
O,include
O,:
B-E,•
B-D,2.0m
B-E,@
B-P,0.29g/t
B-M,Au
B-E,from
B-D,106m
B-E,in
B-H,21GNRC0011
B-E,•
B-D,4.0m
B-E,@
B-P,0.34g/t
B-M,Au
B-E,from
B-D,134m
B-E,in
B-H,21GNRC0011
B-E,•
B-D,4.0m
B-E,@
B-P,0.26g/t
B-M,Au
B-E,from
B-D,167m
B-E,in
B-H,21GNRC0011
B-E,•
B-D,2.0m
B-E,@
B-P,0.54g/t
B-M,Au
B-E,from
B-D,102m
B-E,in
B-H,21GNRC0012
B-E,•
B-D,1.0m
B-E,@
B-P,0.20g/t
B-M,Au
B-E,from
B-D,149m
B-E,in
B-H,21GNRC0012
B-E,•
B-D,4.0m
B-E,@
B-P,0.55g/t
B-M,Au
B-E,from
B-D,162m
B-E,in
B-H,21GNRC0012
B-E,•
B-D,9.0m
B-E,@
B-P,0.39g/t
B-M,Au
B-E,from
B-D,177m
B-E,in
B-H,21GNRC0012
O,Page
O,6
O,of
O,21
O,Figure
O,4
O,:
O,Plan
O,showing
O,Fairway
O,mineralised
O,trend
O,overlaid
O,on
O,aero
O,magnetics
O,and
O,showing
O,drilling
O,intersecting
O,the
O,southern
O,extension
O,of
O,Turnberry.
O,Page
O,7
O,of
O,21
O,BUNARRA
O,PROSPECT
O,Drilling
O,at
O,Bunarra
O,targeted
O,a
O,north-northwest-striking
O,Archean
O,gabbro
O,unit
O,where
O,it
O,is
O,intersected
O,by
O,a
O,northeast-trending
O,cross-shear.
O,A
O,wide
O,zone
O,of
O,quartz-tourmaline-
O,arsenopyrite-pyrite
O,mineralisation
O,was
O,intersected
O,in
O,21BNRC0010
O,down
O,plunge
O,and
O,along
O,strike
O,of
O,a
O,historical
O,intersection
O,of
B-D,10m
B-E,@
B-P,18.5g/t
B-M,Au
B-E,from
B-D,113m
B-E,in
B-H,BN003.
O,Phase
O,1
O,drill
O,intercepts
O,include
O,:
B-E,•
B-D,18.0m
B-E,@
B-P,1.15g/t
B-M,Au
B-E,from
B-D,235m
B-E,including
B-D,2.0m
B-E,@
B-P,5.41g/t
B-M,Au
B-E,in
B-H,21BNRC0010
B-E,•
B-D,6.0m
B-E,@
B-P,1.32g/t
B-M,Au
B-E,from
B-D,20m
B-E,including
B-D,1.0m
B-E,@
B-P,4.87g/t
B-M,Au
B-E,in
B-H,21BNRC0009
O,Figure
O,5
O,:
O,Plan
O,showing
O,Bunarra
O,prospect
O,overlaid
O,on
O,SAM
O,image
O,showing
O,the
O,cross
O,shear
O,and
O,prospective
O,structural
O,targets.
O,Page
O,8
O,of
O,21
O,FAR
O,EAST
O,PROSPECT
O,Drilling
O,at
O,Far
O,East
O,targeted
O,a
O,north-south
O,trending
O,zone
O,of
O,high
O,SAM
O,conductivity
O,that
O,is
O,coincident
O,with
O,historical
O,gold
O,anomalism
O,in
O,shallow
O,RAB
O,and
O,RC
O,drilling.
O,Several
O,mineralised
O,intercepts
O,were
O,returned
O,hosted
O,by
O,mafic
O,volcanic
O,and
O,granite
O,","
O,spatially
O,associated
O,with
O,granitic
O,sill
O,contacts
O,and
O,veining
O,","
O,with
O,the
O,galena
O,observed
O,in
O,hole
O,21CWRC0004.
O,Phase
O,1
O,drill
O,intercepts
O,include
O,:
B-E,•
B-D,4.0m
B-E,@
B-P,2.66g/t
B-M,Au
B-E,from
B-D,51m
B-E,including
B-D,1.0m
B-E,@
B-P,9.01g/t
B-M,Au
B-E,in
B-H,21CWRC0001
B-E,•
B-D,2.0m
B-E,@
B-P,2.39g/t
B-M,Au
B-E,from
B-D,58m
B-E,including
B-D,1.0m
B-E,@
B-P,4.51g/t
B-M,Au
B-E,in
B-H,21CWRC0004
O,Page
O,9
O,of
O,21
O,This
O,announcement
O,has
O,been
O,authorised
O,for
O,release
O,by
O,the
O,Latitude
O,Board
O,of
O,Directors.
O,For
O,further
O,information
O,","
O,please
O,contact
O,:
O,Tim
O,Davidson
O,–
O,Chief
O,Executive
O,Officer
O,+61
O,8
O,9482
O,0550
O,info@latitudeconsolidated.com.au
O,www.latitudeconsolidated.com.au
O,ABOUT
O,LATITUDE
O,CONSOLIDATED
O,Latitude
O,Consolidated
O,(
O,ASX
O,:
O,LCD
O,)
O,is
O,a
O,junior
O,gold
O,explorer
O,with
O,a
O,portfolio
O,of
O,exploration
O,projects
O,across
O,Western
O,Australia
O,and
O,South
O,Australia.
O,Latitude
O,’
O,s
O,flagship
O,Murchison
O,Gold
O,Project
O,has
O,a
O,combined
O,343km
O,²
O,landholding
O,in
O,the
O,prolific
O,Murchison
O,Gold
O,Fields
O,of
O,Western
O,Australia
O,and
O,hosts
O,a
O,large
O,high
O,grade
O,1.1Moz
O,Mineral
O,Resource.
O,The
O,company
O,is
O,actively
O,exploring
O,on
O,this
O,tenure
O,while
O,also
O,progressing
O,mining
O,studies
O,to
O,determine
O,the
O,best
O,pathway
O,to
O,production.
O,The
O,Circle
O,Valley
O,project
O,in
O,southern
O,WA
O,sits
O,in
O,the
O,Albany
O,Fraser
O,mobile
O,belt.
O,This
O,belt
O,is
O,also
O,home
O,to
O,the
O,Tropicana
O,gold
O,mine
O,(
O,3Moz
O,past
O,production
O,)
O,.
O,Primary
O,gold
O,mineralisation
O,has
O,been
O,identified
O,in
O,two
O,separate
O,locations
O,at
O,Circle
O,Valley
O,and
O,presents
O,an
O,exciting
O,exploration
O,opportunity
O,for
O,Latitude.
O,The
O,Skye
O,Gold
O,Project
O,in
O,the
O,Gawler
O,Craton
O,in
O,South
O,Australia
O,is
O,located
O,in
O,a
O,region
O,known
O,for
O,plunge-continuous
O,high-grade
O,gold
O,mineralisation
O,such
O,as
O,that
O,seen
O,at
O,nearby
O,Challenger
O,Gold
O,Deposit
O,(
O,1.2Moz
O,past
O,production
O,)
O,.
O,The
O,exploration
O,prize
O,in
O,the
O,Gawler
O,Province
O,terrain
O,can
O,be
O,significant
O,","
O,with
O,high-value
O,","
O,high-grade
O,discoveries
O,in
O,the
O,district
O,having
O,a
O,reputation
O,for
O,excellent
O,down-plunge
O,continuity
O,of
O,mineralised
O,shoots.
O,Global
O,Mineral
O,Resource
O,Summary
O,Notes
O,:
O,1.
O,Mineral
O,Resources
O,previously
O,reported
O,to
O,the
O,ASX
O,on
O,18th
O,May
O,2021
O,in
O,announcement
O,titled
O,“
O,Murchison
O,Gold
O,Mineral
O,Resource
O,Grows
O,44%
O,to
O,+1.1
O,Million
O,Ounces
O,”
O,.
O,The
O,Company
O,is
O,not
O,aware
O,of
O,any
O,new
O,information
O,or
O,data
O,that
O,materially
O,affects
O,the
O,information
O,included
O,in
O,this
O,announcement
O,and
O,that
O,all
O,material
O,assumptions
O,and
O,technical
O,parameters
O,underpinning
O,the
O,estimates
O,continue
O,to
O,apply
O,and
O,have
O,not
O,materially
O,changed.
O,2.
O,Mineral
O,Resources
O,are
O,produced
O,in
O,accordance
O,with
O,the
O,2012
O,Edition
O,of
O,the
O,Australian
O,Code
O,for
O,Reporting
O,of
O,Mineral
O,Resources
O,and
O,Ore
O,Reserves
O,(
O,JORC
O,2012
O,)
O,.
O,3.
O,Andy
O,Well
O,Mineral
O,Resource
O,is
O,reported
O,using
B-P,0.1g/t
O,cut-off
O,grade.
O,4.
O,Turnberry
O,Open
O,Pit
O,Mineral
O,Resource
O,is
O,reported
O,within
O,a
O,A$2
O,","
O,400/oz
O,pit
O,shell
O,and
O,above
O,0.5g/t
O,cut-off
O,grade.
O,5.
O,Turnberry
O,Underground
O,Mineral
O,Resource
O,is
O,reported
O,outside
O,a
O,A$2
O,","
O,400/oz
O,pit
O,shell
O,and
O,above
O,1.5g/t
O,cut-off
O,grade.
O,6.
O,Numbers
O,in
O,the
O,Mineral
O,Resource
O,table
O,have
O,been
O,rounded.
O,Page
O,10
O,of
O,21
O,UPCOMING
O,ACTIVITIES
O,The
O,company
O,continues
O,to
O,progress
O,exploration
O,and
O,mining
O,study
O,work
O,across
O,its
O,portfolio
O,of
O,gold
O,projects
O,","
O,with
O,the
O,following
O,activities
O,planned
O,for
O,the
O,remainder
O,of
O,2021
O,:
O,Jul
O,Aug
O,Sep
O,Oct
O,Nov
O,Dec
O,Planned
O,Activity
O,2021
O,2021
O,2021
O,2021
O,2021
O,2021
O,Murchison
O,Gold
O,Project
O,-
O,Western
O,Australia
O,Phase
O,1
O,Drilling
O,Phase
O,1
O,Assay
O,Results
O,Phase
O,2
O,Drilling
O,Mining
O,Study
O,Circle
O,Valley
O,Gold
O,Project
O,-
O,Western
O,Australia
O,PoW
O,applications
O,EIS
O,co-funded
O,drilling
O,Assay
O,Results
O,Skye
O,Gold
O,Project
O,-
O,South
O,Australia
O,Environmental
O,/
O,Regulatory
O,approval
O,Drilling
O,-
O,pending
O,approvals
O,process
O,Page
O,11
O,of
O,21
O,COMPETENT
O,PERSON'S
O,STATEMENT
O,The
O,information
O,in
O,this
O,release
O,that
O,relates
O,to
O,Exploration
O,Results
O,as
O,those
O,terms
O,are
O,defined
O,in
O,the
O,2012
O,Edition
O,of
O,the
O,"""Australasian"
O,Code
O,for
O,Reporting
O,of
O,Exploration
O,Results
O,","
O,Mineral
O,Resources
O,and
O,Ore
O,"Reserve"""
O,","
O,is
O,based
O,on
O,information
O,reviewed
O,by
O,Mr
O,Duncan
O,Franey
O,","
O,a
O,Competent
O,Person
O,who
O,is
O,a
O,member
O,of
O,The
O,Australasian
O,Institute
O,of
O,Mining
O,and
O,Metallurgy.
O,Mr
O,Franey
O,is
O,a
O,full-time
O,employee
O,of
O,the
O,Company.
O,Mr
O,Franey
O,has
O,sufficient
O,experience
O,that
O,is
O,relevant
O,to
O,the
O,style
O,of
O,mineralisation
O,and
O,type
O,of
O,deposit
O,under
O,consideration
O,and
O,to
O,the
O,activity
O,being
O,undertaken
O,to
O,qualify
O,as
O,a
O,Competent
O,Person
O,as
O,defined
O,in
O,the
O,2012
O,Edition
O,of
O,the
O,‘
O,Australasian
O,Code
O,for
O,Reporting
O,of
O,Exploration
O,Results
O,","
O,Mineral
O,Resources
O,and
O,Ore
O,Reserves
O,’
O,.
O,Mr
O,Franey
O,consents
O,to
O,the
O,inclusion
O,in
O,the
O,report
O,of
O,the
O,matters
O,based
O,on
O,his
O,information
O,in
O,the
O,form
O,and
O,context
O,in
O,which
O,it
O,appears.
O,The
O,information
O,in
O,this
O,release
O,that
O,relates
O,to
O,Mineral
O,Resources
O,was
O,first
O,reported
O,by
O,the
O,Company
O,in
O,its
O,announcement
O,to
O,the
O,ASX
O,on
O,18th
O,May
O,2021.
O,The
O,Company
O,is
O,not
O,aware
O,of
O,any
O,new
O,information
O,or
O,data
O,that
O,materially
O,affects
O,the
O,information
O,included
O,in
O,this
O,announcement
O,and
O,that
O,all
O,material
O,assumptions
O,and
O,technical
O,parameters
O,underpinning
O,the
O,estimates
O,continue
O,to
O,apply
O,and
O,have
O,not
O,materially
O,changed.
O,FORWARD
O,LOOKING
O,STATEMENTS
O,Certain
O,statements
O,in
O,this
O,report
O,relate
O,to
O,the
O,future
O,","
O,including
O,forward
O,looking
O,statements
O,relating
O,to
O,the
O,Company
O,’
O,s
O,financial
O,position
O,","
O,strategy
O,and
O,expected
O,operating
O,results.
O,These
O,forward-looking
O,statements
O,involve
O,known
O,and
O,unknown
O,risks
O,","
O,uncertainties
O,","
O,assumptions
O,and
O,other
O,important
O,factors
O,that
O,could
O,cause
O,the
O,actual
O,results
O,","
O,performance
O,or
O,achievements
O,of
O,the
O,Company
O,to
O,be
O,materially
O,different
O,from
O,future
O,results
O,","
O,performance
O,or
O,achievements
O,expressed
O,or
O,implied
O,by
O,such
O,statements.
O,Actual
O,events
O,or
O,results
O,may
O,differ
O,materially
O,from
O,the
O,events
O,or
O,results
O,expressed
O,or
O,implied
O,in
O,any
O,forward-looking
O,statement
O,and
O,deviations
O,are
O,both
O,normal
O,and
O,to
O,be
O,expected.
O,Other
O,than
O,required
O,by
O,law
O,","
O,neither
O,the
O,Company
O,","
O,their
O,officers
O,nor
O,any
O,other
O,person
O,gives
O,any
O,representation
O,","
O,assurance
O,or
O,guarantee
O,that
O,the
O,occurrence
O,of
O,the
O,events
O,expressed
O,or
O,implied
O,in
O,any
O,forward-looking
O,statements
O,will
O,actually
O,occur.
O,You
O,are
O,cautioned
O,not
O,to
O,place
O,undue
O,reliance
O,on
O,those
O,statements.
O,Page
O,12
O,of
O,21
O,APPENDIX
O,1
O,–
O,DRILLING
O,RESULTS
O,Target
O,Drill
O,Hole
O,ID
O,Type
O,Northing
O,Easting
O,RL
O,Dip
O,Azimuth
O,End
O,of
O,Downhole
O,Downhole
O,Downhole
O,Au
O,(
O,Degrees
O,)
O,(
O,Degrees
O,)
O,Hole
O,From
O,To
O,Intersectio
O,(
O,g/t
O,)
O,(
O,m
O,)
O,(
O,m
O,)
O,(
O,m
O,)
O,n
O,(
O,m
O,)
O,Bunarra
O,21BNRC001
O,RC
O,7068995
O,677890
O,558
O,-60
O,315
O,102
O,NSI
O,Bunarra
O,21BNRC002
O,RC
O,7068950
O,677935
O,558
O,-60
O,315
O,160
O,NSI
O,Bunarra
O,21BNRC003
O,RC
O,7069038
O,677923
O,555
O,-60
O,315
O,90
O,NSI
O,Bunarra
O,21BNRC004
O,RC
O,7068986
O,677961
O,555
O,-60
O,315
O,200
O,150
O,151
O,1
O,0.40
O,Bunarra
O,21BNRC005
O,RC
O,7069058
O,677942
O,555
O,-60
O,315
O,100
O,NSI
O,Bunarra
O,21BNRC006
O,RC
O,7069008
O,677975
O,555
O,-60
O,315
O,200
O,22
O,23
O,1
O,0.33
O,32
O,36
O,4
O,0.24
O,121
O,122
O,1
O,0.25
O,Bunarra
O,21BNRC007
O,RC
O,7068973
O,678017
O,555
O,-60
O,315
O,252
O,151
O,152
O,1
O,0.41
O,182
O,186
O,4
O,0.73
O,Bunarra
O,21BNRC008
O,RC
O,7069083
O,677961
O,555
O,-60
O,315
O,100
O,NSI
O,20
O,26
O,6
O,1.32
O,Bunarra
O,21BNRC009
O,RC
O,7069050
O,678007
O,558
O,-60
O,315
O,200
O,inc.
O,24
O,25
O,1
O,4.87
O,74
O,79
O,5
O,0.51
O,82
O,87
O,5
O,0.39
O,139
O,140
O,1
O,0.32
O,157
O,158
O,1
O,0.23
O,167
O,169
O,2
O,0.53
O,Bunarra
O,21BNRC010
O,RC
O,7068993
O,678028
O,555
O,-60
O,315
O,253
O,195
O,197
O,2
O,0.35
O,228
O,232
O,4
O,0.21
O,235
O,253
O,18
O,1.15
O,inc.
O,235
O,237
O,2
O,5.41
O,39
O,43
O,4
O,0.15
O,51
O,55
O,4
O,2.66
O,inc.
O,51
O,52
O,1
O,9.01
O,Far
O,East
O,21CWRC001
O,RC
O,7072730
O,680600
O,543
O,-60
O,270
O,150
O,74
O,75
O,1
O,0.24
O,110
O,111
O,1
O,0.28
O,136
O,140
O,4
O,0.23
O,48
O,49
O,1
O,0.27
O,55
O,58
O,3
O,0.71
O,Far
O,East
O,21CWRC002
O,RC
O,7072730
O,680580
O,544
O,-60
O,270
O,150
O,74
O,75
O,1
O,0.20
O,93
O,94
O,1
O,0.71
O,140
O,144
O,4
O,0.74
O,42
O,45
O,3
O,0.50
O,Far
O,East
O,21CWRC003
O,RC
O,7072930
O,68500
O,544
O,-60
O,270
O,156
O,61
O,63
O,2
O,0.93
O,58
O,60
O,2
O,2.39
O,Far
O,East
O,21CWRC004
O,RC
O,7072930
O,680540
O,546
O,-60
O,270
O,150
O,inc.
O,58
O,59
O,1
O,4.51
O,68
O,78
O,10
O,0.24
O,124
O,128
O,4
O,0.24
O,St
O,Anne's
O,21GNRC0001
O,RC
O,7083440
O,677535
O,515
O,-60
O,270
O,173
O,159
O,160
O,1
O,0.21
O,166
O,167
O,1
O,0.36
O,St
O,Anne's
O,21GNRC0002
O,RC
O,7083440
O,677610
O,515
O,-60
O,270
O,198
O,172
O,176
O,4
O,0.28
O,St
O,Anne's
O,21GNRC0003
O,RC
O,7083440
O,677640
O,515
O,-60
O,270
O,240
O,178
O,179
O,1
O,0.24
O,St
O,Anne's
O,21GNRC0004
O,RC
O,7083020
O,677570
O,515
O,-60
O,270
O,173
O,144
O,150
O,6
O,0.37
O,64
O,65
O,1
O,0.56
O,St
O,Anne's
O,21GNRC0005
O,RC
O,7083460
O,677610
O,515
O,-60
O,270
O,200
O,74
O,76
O,2
O,0.37
O,St
O,Anne's
O,21GNRC0006
O,RC
O,7083460
O,677640
O,515
O,-60
O,270
O,250
O,176
O,177
O,1
O,0.40
O,104
O,115
O,11
O,0.74
O,St
O,Anne's
O,21GNRC0007
O,RC
O,7083420
O,677590
O,515
O,-60
O,270
O,204
O,inc.
O,111
O,115
O,4
O,1.30
O,127
O,130
O,3
O,0.32
O,St
O,Anne's
O,21GNRC0008
O,RC
O,7083420
O,677610
O,515
O,-60
O,270
O,228
O,NSI
O,St
O,Anne's
O,21GNRC0009
O,RC
O,7083000
O,677560
O,515
O,-60
O,270
O,228
O,144
O,148
O,4
O,0.46
O,78
O,82
O,4
O,0.25
O,St
O,Anne's
O,21GNRC0010
O,RC
O,7083039
O,677560
O,514
O,-60
O,270
O,200
O,103
O,108
O,5
O,6.77
O,116
O,120
O,4
O,0.44
O,Page
O,13
O,of
O,21
O,Target
O,Drill
O,Hole
O,ID
O,Type
