tag,sentence
O,to
O,basement
O,gold
O,mineralisation
O,and
O,the
O,necessity
O,for
O,further
O,basement
O,drill
O,testing.
O,Results
O,for
O,a
O,further
O,87
O,holes
O,are
O,awaited
O,from
O,the
O,Lake
O,Austin
O,North
O,and
O,West
O,Island
O,targets
O,which
O,","
O,when
O,received
O,","
O,will
O,be
O,integrated
O,with
O,existing
O,datasets
O,to
O,define
O,final
O,basement
O,drill
O,hole
O,locations
O,for
O,diamond
O,drilling
O,","
O,expected
O,to
O,commence
O,in
O,late
O,February
O,2021.
O,A
O,combination
O,of
O,four
O,metre
O,composite
O,assays
O,and
O,one
O,metre
O,individual
O,samples
O,have
O,been
O,received
O,to
O,date
O,from
O,the
O,Phase
O,2
O,aircore
O,program
O,over
O,the
O,Lake
O,Austin
O,North
O,area
O,and
O,include
O,:
B-E,•
B-D,5m
B-E,@
B-P,12.1g/t
B-M,Au
B-E,from
B-D,90m
B-H,(
I-H,20MOAC258
I-H,)
O,including
O,:
B-E,o
B-D,1m
B-E,@
B-P,53.7g/t
B-M,Au
B-E,from
B-D,90m
B-E,•
B-D,3m
B-E,@
B-P,1.27g/t
B-M,Au
B-E,from
B-D,128m
B-H,(
I-H,20MOAC261
I-H,)
O,to
O,EOH
O,with
O,hole
O,terminating
O,in
O,mineralisation
B-E,•
B-D,13m
B-E,@
B-P,1.9g/t
B-M,Au
B-E,from
B-D,96m
B-H,(
I-H,20MOAC273
I-H,)
O,including
O,:
B-E,o
B-D,1m
B-E,@
B-P,17.2g/t
B-M,Au
B-E,from
B-D,106m
B-E,•
B-D,69m
B-E,@
B-P,0.8g/t
B-M,Au
B-E,from
B-D,126m
B-H,(
I-H,20MOAC282
I-H,)
B-E,to
I-E,EOH
O,with
O,hole
O,terminating
O,in
O,mineralisation
O,and
O,including
O,:
B-E,o
B-D,23m
B-E,@
B-P,1.3g/t
B-M,Au
B-E,from
B-D,159m
B-E,•
B-D,16m
B-E,@
B-P,0.75g/t
B-M,Au
B-E,from
B-D,148m
B-H,(
I-H,20MOAC327
I-H,)
B-E,•
B-D,44m
B-E,@
B-P,0.46g/t
B-M,Au
B-E,from
B-D,112m
B-H,(
I-H,20MOAC342
I-H,)
O,Significant
O,results
O,at
O,Lake
O,Austin
O,North
O,from
O,the
O,Phase
O,1
O,program
O,include
O,:
B-E,•
B-D,6m
B-E,@
B-P,4.2g/t
B-M,Au
B-E,from
B-D,116m
B-H,(
I-H,20MOAC031
I-H,)
O,including
O,:
B-E,o
B-D,1m
B-E,@
B-P,18.2g/t
B-M,Au
B-E,from
B-D,117m
B-E,•
B-D,9m
B-E,@
B-P,2.25g/t
B-M,Au
B-E,from
B-D,136m
B-E,to
I-E,EOH
B-H,(
I-H,20MOAC041
I-H,)
B-E,•
B-D,13m
B-E,@
B-P,0.53g/t
B-M,Au
B-E,from
B-D,128m
B-E,to
I-E,EOH
B-H,(
I-H,20MOAC248
I-H,)
B-E,•
B-D,20m
B-E,@
B-P,0.30g/t
B-M,Au
B-E,from
B-D,130m
B-H,(
I-H,20MOAC023
I-H,)
B-E,•
B-D,28m
B-E,@
B-P,0.29g/t
B-M,Au
B-E,from
B-D,96m
B-E,to
I-E,EOH
B-H,(
I-H,20MOAC032
I-H,)
O,(
O,see
O,MGV
O,ASX
O,announcement
O,5
O,June
O,2020
O,","
O,“
O,Scout
O,drilling
O,defines
O,large
O,gold
O,targets
O,at
O,Cue
O,","
O,Evolution
O,JV
O,”
O,)
O,.
O,All
O,new
O,aircore
O,drill
O,hole
O,collars
O,and
O,assay
O,results
O,above
O,0.1g/t
O,are
O,recorded
O,in
O,Tables
O,1a
O,and
O,1b.
O,2
O,Figure
O,1
O,:
O,Location
O,plan
O,showing
O,2020
O,EVN
O,JV
O,aircore
O,drill
O,hole
O,locations
O,and
O,includes
O,historical
O,drill
O,holes.
O,Maximum
O,gold
O,in
O,hole
O,is
O,presented
O,on
O,the
O,gradational
O,colour
O,scheme.
O,Aircore
O,drilling
O,is
O,a
O,reconnaissance
O,exploration
O,technique
O,used
O,to
O,better
O,define
O,basement
O,geology
O,b
O,elow
O,the
O,lake
O,cover
O,","
O,and
O,provides
O,a
O,direct
O,detection
O,geochemical
O,tool
O,to
O,define
O,areas
O,of
O,gold
O,a
O,nomalism
O,for
O,follow-up
O,basement
O,drilling.
O,The
O,aircore
O,technique
O,can
O,only
O,effectively
O,drill
O,to
O,the
O,top
O,o
O,f
O,fresh
O,rock
O,through
O,the
O,lake
O,clays
O,and
O,oxidised
O,rock
O,that
O,is
O,the
O,Archaean
O,regolith.
O,Low-grade
O,3
O,aircore
O,results
O,can
O,provide
O,a
O,geochemical
O,indication
O,of
O,higher-grade
O,mineralisation
O,in
O,the
O,basement
O,beneath
O,","
O,as
O,is
O,commonly
O,seen
O,in
O,the
O,Western
O,Australian
O,Yilgarn
O,region.
O,Figure
O,2
O,:
O,Location
O,plan
O,showing
O,2020
O,EVN
O,JV
O,aircore
O,drill
O,hole
O,locations
O,at
O,Lake
O,Austin
O,North
O,and
O,includes
O,historical
O,drill
O,holes.
O,Maximum
O,gold
O,in
O,hole
O,is
O,presented
O,on
O,the
O,gradational
O,colour
O,scheme.
O,Previous
O,Drilling
O,–
O,A-Zone
O,Lake
O,Austin
O,North
O,In
O,2018
O,and
O,2019
O,Musgrave
O,intersected
O,significan
O,t
O,thicknesses
O,of
O,basement
O,gold
O,mineralisation
O,at
O,the
O,A-Zone
O,target
O,on
O,Lake
O,Austin
O,including
O,:
B-E,•
B-D,36m
B-E,@
B-P,3.6g/t
B-M,Au
B-E,from
B-D,111m
B-H,(
I-H,18MORC039
B-E,•
B-D,242m
B-E,@
B-P,1.0g/t
B-M,Au
B-E,from
B-D,61m
B-H,(
I-H,18MODD008
I-H,)
O,including
O,:
B-E,o
B-D,45m
B-E,@
B-P,3.3g/t
B-M,Au
B-E,from
B-D,70m
B-E,•
B-D,93m
B-E,@
B-P,1.3g/t
B-M,Au
B-E,from
B-D,98.7m
B-H,(
I-H,19MODD008
I-H,)
O,(
O,see
O,MGV
O,ASX
O,announcements
O,8
O,October
O,2018
O,","
O,3
O,December
O,2018
O,","
O,and
O,1
O,May
O,2019
O,)
O,.
O,Ba
O,ckground
O,to
O,the
O,Evolution
O,Joint
O,Venture
O,In
O,late
O,2019
O,Musgrave
O,entered
O,an
O,Earn-In
O,and
O,Joint
O,Venture
O,Exploration
O,Agreement
O,with
O,Evolution
O,Mining
O,Limited
O,over
O,a
O,select
O,area
O,of
O,Lake
O,Austin
O,and
O,surrounds
O,on
O,the
O,Cue
O,Project
O,in
O,the
O,Murchison
O,District
O,of
O,Western
O,Australia.
O,4
O,The
O,Evolution
O,JV
O,excludes
O,all
O,the
O,known
O,resources
O,at
O,Cue
O,(
O,including
O,Lena
O,and
O,Break
O,of
O,Day
O,)
O,and
O,the
O,Mainland
O,option
O,area.
O,Evolution
O,can
O,earn
O,a
O,75%
O,interest
O,in
O,the
O,JV
O,Area
O,by
O,sole
O,funding
O,A$18
O,million
O,on
O,exploration
O,over
O,a
O,five-year
O,term
O,with
O,a
O,minimum
O,commitment
O,of
O,A$4
O,million
O,in
O,the
O,first
O,two
O,years.
O,Musgrave
O,is
O,manager
O,of
O,the
O,JV
O,during
O,the
O,initial
O,period.
O,The
O,joint
O,venture
O,commenced
O,in
O,October
O,2019.
O,Ongoing
O,Exploration
O,Musgrave
O,100%
O,tenements
O,•
O,Aircore
O,drilling
O,program
O,testing
O,25
O,regional
O,and
O,Starlight
O,analogue
O,targets
O,is
O,continuing.
O,•
O,Follow-up
O,drilling
O,at
O,high
O,priority
O,regional
O,targets
O,including
O,White
O,Heat
O,","
O,and
O,targets
O,5
O,","
O,9
O,","
O,14
O,","
O,15
O,","
O,20
O,and
O,21
O,has
O,commenced.
O,Further
O,assays
O,pending
O,in
O,December.
O,•
O,Further
O,drilling
O,to
O,test
O,possible
O,new
O,lodes
O,100m
O,to
O,the
O,south
O,of
O,White
O,Light
O,(
B-D,4m
B-E,@
B-P,3.3g/t
B-M,Au
B-E,and
B-D,3m
B-E,@
B-P,3.4g/t
B-M,Au
O,)
O,identified
O,in
O,hole
B-H,20MORC105
O,(
O,See
O,MGV
O,ASX
O,announcement
O,28
O,September
O,2020
O,)
O,has
O,been
O,completed
O,and
O,assays
O,are
O,pending.
O,•
O,Regional
O,aircore
O,drilling
O,of
O,new
O,structural
O,and
O,geochemical
O,targets
O,at
O,Mainland
O,is
O,now
O,complete.
O,Assays
O,pending.
O,•
O,Baseline
O,environmental
O,and
O,broader
O,heritage
O,surveys
O,at
O,Break
O,of
O,Day
O,and
O,Lena
O,have
O,commenced
O,in
O,preparation
O,for
O,further
O,development
O,studies.
O,Evolution
O,JV
O,•
O,The
O,Phase
O,2
O,aircore
O,drilling
O,program
O,testing
O,high-priority
O,gold
O,targets
O,on
O,Lake
O,Austin
O,is
O,now
O,complete
O,with
O,assays
O,expected
O,through
O,to
O,late
O,January
O,2021.
O,•
O,Compilation
O,of
O,full
O,results
O,in
O,the
O,new
O,year
O,to
O,rank
O,and
O,prioritise
O,targets
O,in
O,what
O,is
O,developing
O,as
O,a
O,large
O,mineral
O,system
O,•
O,Diamond
O,drilling
O,to
O,follow-up
O,extensive
O,regolith
O,gold
O,anomalies
O,is
O,scheduled
O,to
O,commence
O,in
O,late
O,February
O,2021.
O,Authorised
O,for
O,release
O,by
O,the
O,Board
O,of
O,Musgrave
O,Minerals
O,Limited.
O,For
O,further
O,details
O,please
O,contact
O,:
O,Rob
O,Waugh
O,Luke
O,Forrestal
O,Managing
O,Director
O,Associate
O,Director
O,Musgrave
O,Minerals
O,Limited
O,Media
O,and
O,Capital
O,Partners
O,+61
O,8
O,9324
O,1061
O,+61
O,411
O,479
O,144
O,About
O,Musgrave
O,Minerals
O,Musgrave
O,Minerals
O,Limited
O,is
O,an
O,active
O,Australian
O,gold
O,and
O,base
O,metals
O,explorer.
O,The
O,Cue
O,Project
O,in
O,the
O,Murchison
O,region
O,of
O,Western
O,Australia
O,is
O,an
O,advanced
O,gold
O,project.
O,Musgrave
O,has
O,had
O,significant
O,exploration
O,success
O,at
O,Cue
O,with
O,the
O,ongoing
O,focus
O,on
O,increasing
O,the
O,gold
O,resources
O,through
O,discovery
O,and
O,extensional
O,drilling
O,to
O,underpin
O,studies
O,that
O,will
O,demonstrate
O,a
O,viable
O,path
O,to
O,development
O,in
O,the
O,near
O,term.
O,Musgrave
O,also
O,holds
O,a
O,large
O,exploration
O,tenement
O,package
O,in
O,the
O,Ni-Cu-Co
O,prospective
O,Musgrave
O,Province
O,in
O,South
O,Australia.
O,Follow
O,us
O,through
O,our
O,social
O,media
O,channels
O,5
O,Additional
O,JORC
O,Information
O,Further
O,details
O,relating
O,to
O,the
O,information
O,provided
O,in
O,this
O,release
O,can
O,be
O,found
O,in
O,the
O,following
O,Musgrave
O,Minerals
O,’
O,ASX
O,announcements
O,:
O,•
O,23
O,November
O,2020
O,","
O,“
O,New
O,White
O,Heat
O,discovery
O,and
O,further
O,regional
O,drilling
O,success
O,”
O,•
O,19
O,November
O,2020
O,","
O,“
O,AGM
O,Presentation
O,”
O,•
O,11
O,November
O,2020
O,","
O,“
O,Break
O,of
O,Day
O,High-Grade
O,Mineral
O,Resource
O,Estimate
O,”
O,•
O,4
O,November
O,2020
O,","
O,“
O,Regional
O,drilling
O,hits
O,more
O,high-grade
O,gold
O,”
O,•
O,2
O,November
O,2020
O,","
O,“
O,Exceptional
O,metallurgical
O,gold
O,recoveries
O,at
O,Starlight
O,”
O,•
O,27
O,October
O,2020
O,","
O,“
O,Quarterly
O,Activities
O,and
O,Cashflow
O,Report
O,”
O,•
O,16
O,October
O,2020
O,","
O,“
O,Annual
O,Report
O,to
O,Shareholders
O,”
O,•
O,13
O,October
O,2020
O,","
O,“
O,Starlight
O,Shines
O,–
O,Diggers
O,and
O,Dealers
O,Company
O,Presentation
O,”
O,•
O,8
O,October
O,2020
O,","
O,“
O,Drilling
O,hits
O,high-grade
O,gold
O,at
O,new
O,target
O,","
O,400m
O,south
O,of
O,Starlight
O,”
O,•
O,24
O,September
O,2020
O,","
O,“
O,Infill
O,drilling
O,at
O,Break
O,of
O,Day
O,confirms
O,high
O,grades
O,”
O,•
O,19
O,August
O,2020
O,","
O,“
O,Starlight
O,gold
O,mineralisation
O,extended
O,”
O,•
O,31
O,July
O,2020
O,","
O,“
O,Quarterly
O,Activities
O,and
O,Cashflow
O,Report
O,”
O,•
O,28
O,July
O,2020
O,","
O,“
O,Bonanza
O,gold
O,grades
O,continue
O,at
O,Starlight
O,with
O,3m
O,@
O,884.7g/t
O,Au
O,”
O,•
O,6
O,July
O,2020
O,","
O,“
O,85m@11.6g/t
O,gold
O,intersected
O,near
O,surface
O,at
O,Starlight
O,”
O,•
O,29
O,June
O,2020
O,","
O,“
O,New
O,gold
O,lode
O,discovered
O,75m
O,south
O,of
O,Starlight
O,”
O,•
O,9
O,June
O,2020
O,","
O,“
O,Bonanza
O,near
O,surface
O,hit
O,of
O,18m@179.4g/t
O,gold
O,at
O,Starlight
O,”
O,•
O,5
O,June
O,2020
O,","
O,“
O,Scout
O,drilling
O,defines
O,large
O,gold
O,targets
O,at
O,Cue
O,","
O,Evolution
O,JV
O,”
O,•
O,3
O,June
O,2020
O,","
O,“
O,12m@112.9g/t
O,Au
O,intersected
O,near
O,surface
O,at
O,Starlight
O,”
O,•
O,21
O,April
O,2020
O,","
O,“
O,High
O,grades
O,confirmed
O,at
O,Starlight
O,”
O,•
O,1
O,April
O,2020
O,","
O,“
O,More
O,High-grade
O,gold
O,at
O,Starlight
O,Link-Lode
O,","
O,Break
O,of
O,Day
O,”
O,•
O,16
O,March
O,2020
O,","
O,“
O,Starlight
O,Link-lode
O,shines
O,at
O,Break
O,of
O,Day
O,”
O,•
O,28
O,February
O,2020
O,","
O,“
O,High-grade
O,gold
O,intersected
O,Link-lode
O,","
O,Break
O,of
O,Day
O,”
O,•
O,17
O,February
O,2020
O,","
O,“
O,Lena
O,Resource
O,Update
O,”
O,•
O,3
O,December
O,2019
O,","
O,“
O,New
O,high-grade
O,‘
O,link-lode
O,’
O,intersected
O,at
O,Break
O,of
O,Day
O,","
O,Cue
O,Project
O,”
O,•
O,27
O,November
O,2019
O,","
O,“
O,High-grade
O,gold
O,intersected
O,in
O,drilling
O,at
O,Mainland
O,","
O,Cue
O,Project
O,”
O,•
O,18
O,November
O,2019
O,","
O,“
O,Drilling
O,commences
O,at
O,Lake
O,Austin
O,North
O,","
O,Evolution
O,JV
O,","
O,Cue
O,”
O,•
O,9
O,October
O,2019
O,","
O,“
O,High-grade
O,gold
O,intersected
O,at
O,Break
O,of
O,Day
O,and
O,ultra-high-grade
O,rock-chip
O,sample
O,from
O,Mainland
O,","
O,Cue
O,Project
O,”
O,•
O,17
O,September
O,2019
O,","
O,“
O,Musgrave
O,and
O,Evolution
O,sign
O,an
O,$18
O,million
O,Earn-In
O,JV
O,and
O,$1.5M
O,placement
O,to
O,accelerate
O,exploration
O,at
O,Cue
O,”
O,•
O,28
O,May
O,2019
O,","
O,“
O,Scout
O,Drilling
O,Extends
O,Gold
O,Zone
O,to
O,>3km
O,at
O,Lake
O,Austin
O,North
O,”
O,•
O,1
O,May
O,2019
O,","
O,“
O,Drilling
O,at
O,A-Zone
O,Continues
O,to
O,Deliver
O,Thick
O,","
O,High-Grade
O,Gold
O,Intersections
O,”
O,•
O,6
O,March
O,2019
O,","
O,“
O,Musgrave
O,Secures
O,More
O,Key
O,Gold
O,Tenure
O,at
O,Cue
O,”
O,•
O,3
O,December
O,2018
O,","
O,“
O,Diamond
O,Drilling
O,Confirms
O,Significant
O,Gold
O,Discovery
O,at
O,Lake
O,Austin
O,North
O,”
O,•
O,29
O,October
O,2018
O,","
O,“
O,High-Grade
O,Extended
O,at
O,Lake
O,Austin
O,North
O,","
O,Cue
O,”
O,•
O,15
O,October
O,2018
O,","
O,“
O,Annual
O,Report
O,”
O,•
O,31
O,August
O,2018
O,","
O,“
O,First
O,RC
O,drill
O,hole
O,hits
O,42m
O,@
O,3.2g/t
O,Au
O,at
O,Lake
O,Austin
O,North
O,","
O,Cue
O,”
O,•
O,27
O,July
O,2018
O,","
O,“
O,Lake
O,Austin
O,North
O,target
O,continues
O,to
O,deliver
O,strong
O,gold
O,results
O,","
O,Cue
O,Gold
O,Project
O,","
O,WA
O,”
O,•
O,15
O,June
O,2018
O,","
O,“
O,High-Grade
O,Gold
O,Intersected
O,at
O,Lake
O,Austin
O,North
O,","
O,Cue
O,Gold
O,Project
O,","
O,WA
O,”
O,•
O,18
O,May
O,2018
O,","
O,“
O,New
O,Drill
O,Results
O,Highlight
O,Regional
O,Discovery
O,Potential
O,at
O,Cue
O,Gold
O,Project
O,","
O,WA
O,”
O,•
O,16
O,August
O,2017
O,","
O,“
O,Further
O,Strong
O,Gold
O,Recoveries
O,at
O,Lena
O,”
O,Competent
O,Person
O,’
O,s
O,Statement
O,Exploration
O,Results
O,The
O,information
O,in
O,this
O,report
O,that
O,relates
O,to
O,Exploration
O,Targets
O,and
O,Exploration
O,Results
O,is
O,based
O,on
O,information
O,compiled
O,and/or
O,thoroughly
O,reviewed
O,by
O,Mr
O,Robert
O,Waugh
O,","
O,a
O,Competent
O,Person
O,who
O,is
O,a
O,Fellow
O,of
O,the
O,Australasian
O,Institute
O,of
O,Mining
O,and
O,Metallurgy
O,(
O,AusIMM
O,)
O,and
O,a
O,Member
O,of
O,the
O,Australian
O,Institute
O,of
O,Geoscientists
O,(
O,AIG
O,)
O,.
O,Mr
O,Waugh
O,is
O,Managing
O,Director
O,and
O,a
O,full-
O,time
O,employee
O,of
O,Musgrave
O,Minerals
O,Ltd.
O,Mr
O,Waugh
O,has
O,sufficient
O,experience
O,that
O,is
O,relevant
O,to
O,the
O,style
O,of
O,mineralisation
O,and
O,type
O,of
O,deposit
O,under
O,consideration
O,to
O,qualify
O,as
O,a
O,Competent
O,Person
O,as
O,defined
O,in
O,the
O,2012
O,Edition
O,of
O,the
O,‘
O,Australasian
O,Code
O,for
O,Reporting
O,of
O,Exploration
O,Results
O,","
O,Mineral
O,Resources
O,and
O,Ore
O,Reserves
O,’
O,.
O,Mr
O,Waugh
O,consents
O,to
O,the
O,inclusion
O,in
O,the
O,report
O,of
O,the
O,matters
O,based
O,on
O,his
O,information
O,in
O,the
O,form
O,and
O,context
O,in
O,which
O,it
O,appears.
O,Forward
O,Looking
O,Statements
O,This
O,document
O,may
O,contain
O,certain
O,forward-looking
O,statements.
O,Forward-looking
O,statements
O,include
O,","
O,but
O,are
O,not
O,limited
O,to
O,statements
O,concerning
O,Musgrave
O,Minerals
O,Limited
O,’
O,s
O,(
O,Musgrave
O,’
O,s
O,)
O,current
O,expectations
O,","
O,estimates
O,and
O,projections
O,about
O,the
O,industry
O,in
O,which
O,Musgrave
O,operates
O,","
O,and
O,beliefs
O,and
O,assumptions
O,regarding
O,Musgrave
O,’
O,s
O,future
O,performance.
O,When
O,used
O,in
O,this
O,document
O,","
O,words
O,such
O,as
O,“
O,anticipate
O,”
O,","
O,“
O,could
O,”
O,","
O,“
O,plan
O,”
O,","
O,“
O,estimate
O,”
O,","
O,“
O,expects
O,”
O,","
O,“
O,seeks
O,”
O,","
O,“
O,intends
O,”
O,","
O,“
O,may
O,”
O,","
O,“
O,potential
O,”
O,","
O,“
O,should
O,”
O,","
O,and
O,similar
O,expressions
O,are
O,forward-looking
O,statements.
O,Although
O,Musgrave
O,believes
O,that
O,its
O,expectations
O,reflected
O,in
O,these
O,forward-
O,looking
O,statements
O,are
O,reasonable
O,","
O,such
O,statements
O,are
O,subject
O,to
O,known
O,and
O,unknown
O,risks
O,","
O,uncertainties
O,and
O,other
O,factors
O,","
O,some
O,of
O,which
O,are
O,beyond
O,the
O,control
O,of
O,Musgrave
O,and
O,no
O,assurance
O,can
O,be
O,given
O,that
O,actual
O,results
O,will
O,be
O,consistent
O,with
O,these
O,forward-looking
O,statements.
O,6
O,Table
O,1a
O,:
O,Summary
O,of
O,New
O,Significant
O,Aircore
O,Drill
O,Assay
O,Results
O,Sample
O,From
O,Interval
O,Drill
O,Hole
O,ID
O,Drill
O,Type
O,Prospect
O,Au
O,(
O,g/t
O,)
O,Comment
O,Type
O,(
O,m
O,)
O,(
O,m
O,)
O,1m
O,100
O,30
O,0.6
O,20MOAC255
O,AC
O,Austin
O,North
O,Regolith
O,gold
O,anomalism
O,including
O,108
O,3
O,2.8
O,1m
O,104
O,23
O,0.41
O,Regolith
O,gold
O,anomalism
O,20MOAC256
O,AC
O,Austin
O,North
O,Including
O,121
O,2
O,2.6
O,Regolith
O,gold
O,anomalism
O,1m
O,90
O,5
O,12.1
O,20MOAC258
O,AC
O,Austin
O,North
O,Regolith
O,gold
O,anomalism
O,Including
O,90
O,1
O,53.7
O,98
O,to
O,Hole
O,terminated
O,in
O,anomalous
O,gold
O,20MOAC259
O,AC
O,Austin
O,North
O,1m
O,14
O,0.2
O,EOH
O,mineralisation
O,20MOAC260
O,AC
O,Austin
